Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),Capacity (Ah),mAh/g,ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah)
16383,	05/13/2026 20:12:12.305,16364.6726,64.0008,1,3,-1.6999,3.4396,-5.8469,0.6514,2.3045,2.7207,8.6698,2.3045,0.0000,,,,,
16384,	05/13/2026 20:12:13.305,16365.6727,65.0009,1,3,-1.6998,3.4395,-5.8463,0.6514,2.3049,2.7207,8.6714,2.3049,0.0000,,-0.0003,,,
16385,	05/13/2026 20:12:14.304,16366.6721,66.0003,1,3,-1.6998,3.4390,-5.8458,0.6514,2.3054,2.7207,8.6730,2.3054,0.0000,,,,,
16386,	05/13/2026 20:12:15.304,16367.6719,67.0001,1,3,-1.6999,3.4388,-5.8456,0.6514,2.3059,2.7207,8.6746,2.3059,0.0000,,,,,
16387,	05/13/2026 20:12:16.305,16368.6728,68.0010,1,3,-1.6998,3.4386,-5.8448,0.6514,2.3064,2.7207,8.6762,2.3064,0.0000,,,,,
16388,	05/13/2026 20:12:17.305,16369.6729,69.0011,1,3,-1.6999,3.4383,-5.8445,0.6514,2.3068,2.7207,8.6779,2.3068,0.0000,,,,,
16389,	05/13/2026 20:12:18.306,16370.6736,70.0018,1,3,-1.7000,3.4381,-5.8447,0.6514,2.3073,2.7207,8.6795,2.3073,0.0000,,,,,
16390,	05/13/2026 20:12:19.305,16371.6727,71.0009,1,3,-1.6998,3.4378,-5.8435,0.6514,2.3078,2.7207,8.6811,2.3078,0.0000,,,,,
16391,	05/13/2026 20:12:20.305,16372.6727,72.0009,1,3,-1.6999,3.4375,-5.8433,0.6514,2.3083,2.7207,8.6827,2.3083,0.0000,,,,,
16392,	05/13/2026 20:12:21.304,16373.6723,73.0005,1,3,-1.6999,3.4371,-5.8426,0.6514,2.3087,2.7207,8.6844,2.3087,0.0000,,,,,
16393,	05/13/2026 20:12:22.304,16374.6724,74.0006,1,3,-1.6999,3.4368,-5.8421,0.6514,2.3092,2.7207,8.6860,2.3092,0.0000,,-0.0003,,,
16394,	05/13/2026 20:12:23.305,16375.6728,75.0010,1,3,-1.6998,3.4366,-5.8415,0.6514,2.3097,2.7207,8.6876,2.3097,0.0000,,,,,
16395,	05/13/2026 20:12:24.304,16376.6719,76.0001,1,3,-1.6999,3.4363,-5.8415,0.6514,2.3101,2.7207,8.6892,2.3101,0.0000,,,,,
16396,	05/13/2026 20:12:25.304,16377.6722,77.0004,1,3,-1.6998,3.4361,-5.8408,0.6514,2.3106,2.7207,8.6909,2.3106,0.0000,,,,,
16397,	05/13/2026 20:12:26.306,16378.6735,78.0017,1,3,-1.6999,3.4359,-5.8405,0.6514,2.3111,2.7207,8.6925,2.3111,0.0000,,,,,
16398,	05/13/2026 20:12:27.305,16379.6729,79.0011,1,3,-1.6999,3.4356,-5.8403,0.6514,2.3116,2.7207,8.6941,2.3116,0.0000,,,,,
16399,	05/13/2026 20:12:28.304,16380.6719,80.0001,1,3,-1.6999,3.4354,-5.8400,0.6514,2.3120,2.7207,8.6957,2.3120,0.0000,,,,,
16400,	05/13/2026 20:12:29.304,16381.6722,81.0004,1,3,-1.6999,3.4352,-5.8394,0.6514,2.3125,2.7207,8.6973,2.3125,0.0000,,,,,
16401,	05/13/2026 20:12:30.306,16382.6735,82.0017,1,3,-1.6998,3.4350,-5.8389,0.6514,2.3130,2.7207,8.6990,2.3130,0.0000,,,,,
16402,	05/13/2026 20:12:31.304,16383.6721,83.0003,1,3,-1.6999,3.4348,-5.8387,0.6514,2.3134,2.7207,8.7006,2.3134,0.0000,,-0.0002,,,
16403,	05/13/2026 20:12:32.306,16384.6737,84.0019,1,3,-1.6999,3.4346,-5.8384,0.6514,2.3139,2.7207,8.7022,2.3139,0.0000,,,,,
16404,	05/13/2026 20:12:33.305,16385.6730,85.0012,1,3,-1.7000,3.4344,-5.8384,0.6514,2.3144,2.7207,8.7038,2.3144,0.0000,,,,,
16405,	05/13/2026 20:12:34.304,16386.6719,86.0001,1,3,-1.7000,3.4341,-5.8379,0.6514,2.3149,2.7207,8.7054,2.3149,0.0000,,,,,
16406,	05/13/2026 20:12:35.304,16387.6720,87.0002,1,3,-1.6999,3.4340,-5.8375,0.6514,2.3153,2.7207,8.7071,2.3153,0.0000,,,,,
16407,	05/13/2026 20:12:36.304,16388.6721,88.0003,1,3,-1.6999,3.4338,-5.8369,0.6514,2.3158,2.7207,8.7087,2.3158,0.0000,,,,,
16408,	05/13/2026 20:12:37.305,16389.6727,89.0009,1,3,-1.6999,3.4335,-5.8365,0.6514,2.3163,2.7207,8.7103,2.3163,0.0000,,,,,
16409,	05/13/2026 20:12:38.305,16390.6729,90.0011,1,3,-1.6998,3.4333,-5.8360,0.6514,2.3168,2.7207,8.7119,2.3168,0.0000,,,,,
16410,	05/13/2026 20:12:39.304,16391.6722,91.0004,1,3,-1.7000,3.4331,-5.8361,0.6514,2.3172,2.7207,8.7136,2.3172,0.0000,,,,,
16411,	05/13/2026 20:12:40.305,16392.6730,92.0012,1,3,-1.6998,3.4328,-5.8351,0.6514,2.3177,2.7207,8.7152,2.3177,0.0000,,,,1.8335,
16412,	05/13/2026 20:12:41.304,16393.6719,93.0001,1,3,-1.6998,3.4326,-5.8347,0.6514,2.3182,2.7207,8.7168,2.3182,0.0000,,-0.0002,,,
16413,	05/13/2026 20:12:42.306,16394.6735,94.0017,1,3,-1.6998,3.4324,-5.8344,0.6514,2.3186,2.7207,8.7184,2.3186,0.0000,,,,,
16414,	05/13/2026 20:12:43.304,16395.6719,95.0001,1,3,-1.6999,3.4321,-5.8343,0.6514,2.3191,2.7207,8.7200,2.3191,0.0000,,,,,
16415,	05/13/2026 20:12:44.306,16396.6735,96.0017,1,3,-1.6999,3.4319,-5.8337,0.6514,2.3196,2.7207,8.7217,2.3196,0.0000,,,,,
16416,	05/13/2026 20:12:45.305,16397.6728,97.0010,1,3,-1.6998,3.4318,-5.8334,0.6514,2.3201,2.7207,8.7233,2.3201,0.0000,,,,,
16417,	05/13/2026 20:12:46.304,16398.6718,98.0000,1,3,-1.7000,3.4315,-5.8335,0.6514,2.3205,2.7207,8.7249,2.3205,0.0000,,,,,
16418,	05/13/2026 20:12:47.304,16399.6720,99.0002,1,3,-1.6999,3.4313,-5.8328,0.6514,2.3210,2.7207,8.7265,2.3210,0.0000,,,,,
16419,	05/13/2026 20:12:48.304,16400.6719,100.0001,1,3,-1.6997,3.4311,-5.8320,0.6514,2.3215,2.7207,8.7281,2.3215,0.0000,,,,,
16420,	05/13/2026 20:12:49.304,16401.6719,101.0001,1,3,-1.7000,3.4309,-5.8323,0.6514,2.3219,2.7207,8.7298,2.3219,0.0000,,,,,
16421,	05/13/2026 20:12:50.305,16402.6725,102.0007,1,3,-1.6999,3.4308,-5.8318,0.6514,2.3224,2.7207,8.7314,2.3224,0.0000,,,,,
16422,	05/13/2026 20:12:51.304,16403.6723,103.0005,1,3,-1.6998,3.4306,-5.8314,0.6514,2.3229,2.7207,8.7330,2.3229,0.0000,,,,,
16423,	05/13/2026 20:12:52.304,16404.6724,104.0006,1,3,-1.6999,3.4306,-5.8315,0.6514,2.3234,2.7207,8.7346,2.3234,0.0000,,-0.0002,,,
16424,	05/13/2026 20:12:53.304,16405.6723,105.0005,1,3,-1.6999,3.4303,-5.8311,0.6514,2.3238,2.7207,8.7362,2.3238,0.0000,,,,,
16425,	05/13/2026 20:12:54.304,16406.6718,106.0000,1,3,-1.6998,3.4301,-5.8306,0.6514,2.3243,2.7207,8.7379,2.3243,0.0000,,,,,
16426,	05/13/2026 20:12:55.304,16407.6719,107.0001,1,3,-1.6999,3.4299,-5.8305,0.6514,2.3248,2.7207,8.7395,2.3248,0.0000,,,,,
16427,	05/13/2026 20:12:56.305,16408.6727,108.0009,1,3,-1.6999,3.4297,-5.8301,0.6514,2.3253,2.7207,8.7411,2.3253,0.0000,,,,,
16428,	05/13/2026 20:12:57.305,16409.6729,109.0011,1,3,-1.6999,3.4295,-5.8298,0.6514,2.3257,2.7207,8.7427,2.3257,0.0000,,,,,
16429,	05/13/2026 20:12:58.305,16410.6729,110.0011,1,3,-1.6998,3.4294,-5.8293,0.6514,2.3262,2.7207,8.7443,2.3262,0.0000,,,,,
16430,	05/13/2026 20:12:59.304,16411.6720,111.0002,1,3,-1.6998,3.4291,-5.8287,0.6514,2.3267,2.7207,8.7459,2.3267,0.0000,,,,,
16431,	05/13/2026 20:13:00.306,16412.6735,112.0017,1,3,-1.6999,3.4289,-5.8288,0.6514,2.3271,2.7207,8.7476,2.3271,0.0000,,,,,
16432,	05/13/2026 20:13:01.304,16413.6721,113.0003,1,3,-1.6999,3.4287,-5.8284,0.6514,2.3276,2.7207,8.7492,2.3276,0.0000,,,,,
16433,	05/13/2026 20:13:02.304,16414.6721,114.0003,1,3,-1.7000,3.4284,-5.8284,0.6514,2.3281,2.7207,8.7508,2.3281,0.0000,,,,,
16434,	05/13/2026 20:13:03.305,16415.6728,115.0010,1,3,-1.6999,3.4283,-5.8276,0.6514,2.3286,2.7207,8.7524,2.3286,0.0000,,-0.0002,,,
16435,	05/13/2026 20:13:04.305,16416.6729,116.0011,1,3,-1.6998,3.4281,-5.8272,0.6514,2.3290,2.7207,8.7540,2.3290,0.0000,,,,,
16436,	05/13/2026 20:13:05.305,16417.6728,117.0010,1,3,-1.6999,3.4279,-5.8272,0.6514,2.3295,2.7207,8.7557,2.3295,0.0000,,,,,
16437,	05/13/2026 20:13:06.305,16418.6728,118.0010,1,3,-1.6998,3.4277,-5.8265,0.6514,2.3300,2.7207,8.7573,2.3300,0.0000,,,,,
16438,	05/13/2026 20:13:07.304,16419.6721,119.0003,1,3,-1.7000,3.4276,-5.8268,0.6514,2.3304,2.7207,8.7589,2.3304,0.0000,,,,,
16439,	05/13/2026 20:13:08.304,16420.6720,120.0002,1,3,-1.6998,3.4273,-5.8258,0.6514,2.3309,2.7207,8.7605,2.3309,0.0000,,,,,
16440,	05/13/2026 20:13:09.305,16421.6729,121.0011,1,3,-1.6999,3.4273,-5.8259,0.6514,2.3314,2.7207,8.7621,2.3314,0.0000,,,,,
16441,	05/13/2026 20:13:10.304,16422.6720,122.0002,1,3,-1.7000,3.4272,-5.8261,0.6514,2.3319,2.7207,8.7638,2.3319,0.0000,,,,,
16442,	05/13/2026 20:13:11.305,16423.6726,123.0008,1,3,-1.6998,3.4270,-5.8252,0.6514,2.3323,2.7207,8.7654,2.3323,0.0000,,,,,
16443,	05/13/2026 20:13:12.304,16424.6719,124.0001,1,3,-1.6998,3.4268,-5.8250,0.6514,2.3328,2.7207,8.7670,2.3328,0.0000,,,,,
16444,	05/13/2026 20:13:13.305,16425.6733,125.0015,1,3,-1.6998,3.4267,-5.8247,0.6514,2.3333,2.7207,8.7686,2.3333,0.0000,,,,,
16445,	05/13/2026 20:13:14.305,16426.6727,126.0009,1,3,-1.6998,3.4264,-5.8243,0.6514,2.3337,2.7207,8.7702,2.3337,0.0000,,,,,
16446,	05/13/2026 20:13:15.304,16427.6720,127.0002,1,3,-1.6999,3.4263,-5.8244,0.6514,2.3342,2.7207,8.7718,2.3342,0.0000,,-0.0002,,,
16447,	05/13/2026 20:13:16.304,16428.6718,128.0000,1,3,-1.6998,3.4262,-5.8237,0.6514,2.3347,2.7207,8.7735,2.3347,0.0000,,,,,
16448,	05/13/2026 20:13:17.304,16429.6721,129.0003,1,3,-1.6998,3.4260,-5.8236,0.6514,2.3352,2.7207,8.7751,2.3352,0.0000,,,,,
16449,	05/13/2026 20:13:18.305,16430.6729,130.0011,1,3,-1.6998,3.4257,-5.8230,0.6514,2.3356,2.7207,8.7767,2.3356,0.0000,,,,,
16450,	05/13/2026 20:13:19.305,16431.6727,131.0009,1,3,-1.6999,3.4255,-5.8228,0.6514,2.3361,2.7207,8.7783,2.3361,0.0000,,,,,
16451,	05/13/2026 20:13:20.305,16432.6731,132.0013,1,3,-1.6999,3.4252,-5.8226,0.6514,2.3366,2.7207,8.7799,2.3366,0.0000,,,,,
16452,	05/13/2026 20:13:21.304,16433.6720,133.0002,1,3,-1.6998,3.4251,-5.8221,0.6514,2.3371,2.7207,8.7815,2.3371,0.0000,,,,,
16453,	05/13/2026 20:13:22.304,16434.6720,134.0002,1,3,-1.6998,3.4249,-5.8216,0.6514,2.3375,2.7207,8.7832,2.3375,0.0000,,,,,
16454,	05/13/2026 20:13:23.305,16435.6728,135.0010,1,3,-1.6999,3.4248,-5.8217,0.6514,2.3380,2.7207,8.7848,2.3380,0.0000,,,,,
16455,	05/13/2026 20:13:24.306,16436.6736,136.0018,1,3,-1.6998,3.4246,-5.8212,0.6514,2.3385,2.7207,8.7864,2.3385,0.0000,,,,,
16456,	05/13/2026 20:13:25.304,16437.6720,137.0002,1,3,-1.6998,3.4245,-5.8210,0.6514,2.3389,2.7207,8.7880,2.3389,0.0000,,,,,
16457,	05/13/2026 20:13:26.305,16438.6726,138.0008,1,3,-1.6999,3.4243,-5.8209,0.6514,2.3394,2.7207,8.7896,2.3394,0.0000,,-0.0002,,,
16458,	05/13/2026 20:13:27.304,16439.6721,139.0003,1,3,-1.6998,3.4241,-5.8204,0.6514,2.3399,2.7207,8.7912,2.3399,0.0000,,,,,
16459,	05/13/2026 20:13:28.305,16440.6727,140.0009,1,3,-1.6998,3.4240,-5.8202,0.6514,2.3404,2.7207,8.7929,2.3404,0.0000,,,,,
16460,	05/13/2026 20:13:29.304,16441.6720,141.0002,1,3,-1.6999,3.4239,-5.8203,0.6514,2.3408,2.7207,8.7945,2.3408,0.0000,,,,,
16461,	05/13/2026 20:13:30.305,16442.6727,142.0009,1,3,-1.6999,3.4237,-5.8200,0.6514,2.3413,2.7207,8.7961,2.3413,0.0000,,,,,
16462,	05/13/2026 20:13:31.306,16443.6738,143.0020,1,3,-1.6999,3.4236,-5.8197,0.6514,2.3418,2.7207,8.7977,2.3418,0.0000,,,,,
16463,	05/13/2026 20:13:32.305,16444.6728,144.0010,1,3,-1.6998,3.4234,-5.8191,0.6514,2.3422,2.7207,8.7993,2.3422,0.0000,,,,,
16464,	05/13/2026 20:13:33.305,16445.6728,145.0010,1,3,-1.6998,3.4232,-5.8190,0.6514,2.3427,2.7207,8.8009,2.3427,0.0000,,,,,
16465,	05/13/2026 20:13:34.305,16446.6728,146.0010,1,3,-1.6999,3.4231,-5.8189,0.6514,2.3432,2.7207,8.8026,2.3432,0.0000,,,,,
16466,	05/13/2026 20:13:35.305,16447.6727,147.0009,1,3,-1.6998,3.4229,-5.8182,0.6514,2.3437,2.7207,8.8042,2.3437,0.0000,,,,,
16467,	05/13/2026 20:13:36.305,16448.6728,148.0010,1,3,-1.6999,3.4228,-5.8184,0.6514,2.3441,2.7207,8.8058,2.3441,0.0000,,,,2.6182,0.4489
16468,	05/13/2026 20:13:37.304,16449.6721,149.0003,1,3,-1.6999,3.4225,-5.8180,0.6514,2.3446,2.7207,8.8074,2.3446,0.0000,,,,,
16469,	05/13/2026 20:13:38.305,16450.6728,150.0010,1,3,-1.6998,3.4223,-5.8173,0.6514,2.3451,2.7207,8.8090,2.3451,0.0000,,-0.0002,,,
16470,	05/13/2026 20:13:39.304,16451.6719,151.0001,1,3,-1.6999,3.4221,-5.8174,0.6514,2.3455,2.7207,8.8106,2.3455,0.0000,,,,,
16471,	05/13/2026 20:13:40.304,16452.6719,152.0001,1,3,-1.7000,3.4219,-5.8173,0.6514,2.3460,2.7207,8.8123,2.3460,0.0000,,,,,
16472,	05/13/2026 20:13:41.305,16453.6728,153.0010,1,3,-1.6999,3.4218,-5.8167,0.6514,2.3465,2.7207,8.8139,2.3465,0.0000,,,,,
16473,	05/13/2026 20:13:42.304,16454.6718,154.0000,1,3,-1.6997,3.4216,-5.8159,0.6514,2.3470,2.7207,8.8155,2.3470,0.0000,,,,,
16474,	05/13/2026 20:13:43.305,16455.6727,155.0009,1,3,-1.6999,3.4215,-5.8162,0.6514,2.3474,2.7207,8.8171,2.3474,0.0000,,,,,
16475,	05/13/2026 20:13:44.305,16456.6734,156.0016,1,3,-1.6999,3.4214,-5.8160,0.6514,2.3479,2.7207,8.8187,2.3479,0.0000,,,,,
16476,	05/13/2026 20:13:45.305,16457.6728,157.0010,1,3,-1.6998,3.4212,-5.8155,0.6514,2.3484,2.7207,8.8203,2.3484,0.0000,,,,,
16477,	05/13/2026 20:13:46.304,16458.6720,158.0002,1,3,-1.6999,3.4211,-5.8155,0.6514,2.3489,2.7207,8.8219,2.3489,0.0000,,,,,
16478,	05/13/2026 20:13:47.304,16459.6719,159.0001,1,3,-1.6999,3.4210,-5.8154,0.6514,2.3493,2.7207,8.8236,2.3493,0.0000,,,,,
16479,	05/13/2026 20:13:48.305,16460.6728,160.0010,1,3,-1.6999,3.4209,-5.8150,0.6514,2.3498,2.7207,8.8252,2.3498,0.0000,,,,,
16480,	05/13/2026 20:13:49.305,16461.6727,161.0009,1,3,-1.6998,3.4207,-5.8147,0.6514,2.3503,2.7207,8.8268,2.3503,0.0000,,,,,
16481,	05/13/2026 20:13:50.305,16462.6727,162.0009,1,3,-1.6999,3.4205,-5.8145,0.6514,2.3507,2.7207,8.8284,2.3507,0.0000,,-0.0002,,,
16482,	05/13/2026 20:13:51.304,16463.6719,163.0001,1,3,-1.6998,3.4204,-5.8139,0.6514,2.3512,2.7207,8.8300,2.3512,0.0000,,,,,
16483,	05/13/2026 20:13:52.305,16464.6728,164.0010,1,3,-1.6997,3.4202,-5.8133,0.6514,2.3517,2.7207,8.8316,2.3517,0.0000,,,,,
16484,	05/13/2026 20:13:53.304,16465.6719,165.0001,1,3,-1.6996,3.4200,-5.8126,0.6514,2.3522,2.7207,8.8332,2.3522,0.0000,,,,,
16485,	05/13/2026 20:13:54.305,16466.6729,166.0011,1,3,-1.6995,3.4200,-5.8121,0.6514,2.3526,2.7207,8.8349,2.3526,0.0000,,,,,
16486,	05/13/2026 20:13:55.305,16467.6734,167.0016,1,3,-1.6994,3.4198,-5.8115,0.6514,2.3531,2.7207,8.8365,2.3531,0.0000,,,,,
16487,	05/13/2026 20:13:56.305,16468.6728,168.0010,1,3,-1.6994,3.4196,-5.8113,0.6514,2.3536,2.7207,8.8381,2.3536,0.0000,,,,,
16488,	05/13/2026 20:13:57.304,16469.6720,169.0002,1,3,-1.6995,3.4193,-5.8112,0.6514,2.3540,2.7207,8.8397,2.3540,0.0000,,,,,
16489,	05/13/2026 20:13:58.304,16470.6719,170.0001,1,3,-1.6995,3.4191,-5.8108,0.6514,2.3545,2.7207,8.8413,2.3545,0.0000,,,,,
16490,	05/13/2026 20:13:59.305,16471.6730,171.0012,1,3,-1.6995,3.4190,-5.8105,0.6514,2.3550,2.7207,8.8429,2.3550,0.0000,,,,,
16491,	05/13/2026 20:14:00.304,16472.6723,172.0005,1,3,-1.6995,3.4189,-5.8105,0.6514,2.3555,2.7207,8.8445,2.3555,0.0000,,,,,
16492,	05/13/2026 20:14:01.306,16473.6736,173.0018,1,3,-1.6995,3.4187,-5.8100,0.6514,2.3559,2.7207,8.8462,2.3559,0.0000,,,,,
16493,	05/13/2026 20:14:02.305,16474.6728,174.0010,1,3,-1.6993,3.4185,-5.8092,0.6514,2.3564,2.7207,8.8478,2.3564,0.0000,,-0.0002,,,
16494,	05/13/2026 20:14:03.305,16475.6728,175.0010,1,3,-1.6994,3.4183,-5.8089,0.6514,2.3569,2.7207,8.8494,2.3569,0.0000,,,,,
16495,	05/13/2026 20:14:04.304,16476.6720,176.0002,1,3,-1.6995,3.4182,-5.8090,0.6514,2.3574,2.7207,8.8510,2.3574,0.0000,,,,,
16496,	05/13/2026 20:14:05.304,16477.6721,177.0003,1,3,-1.6994,3.4181,-5.8089,0.6514,2.3578,2.7207,8.8526,2.3578,0.0000,,,,,
16497,	05/13/2026 20:14:06.304,16478.6720,178.0002,1,3,-1.6993,3.4180,-5.8082,0.6514,2.3583,2.7207,8.8542,2.3583,0.0000,,,,,
16498,	05/13/2026 20:14:07.305,16479.6728,179.0010,1,3,-1.6995,3.4179,-5.8085,0.6514,2.3588,2.7207,8.8558,2.3588,0.0000,,,,,
16499,	05/13/2026 20:14:08.304,16480.6720,180.0002,1,3,-1.6994,3.4178,-5.8083,0.6514,2.3592,2.7207,8.8575,2.3592,0.0000,,,,,
16500,	05/13/2026 20:14:09.305,16481.6730,181.0012,1,3,-1.6993,3.4177,-5.8079,0.6514,2.3597,2.7207,8.8591,2.3597,0.0000,,,,,
16501,	05/13/2026 20:14:10.305,16482.6728,182.0010,1,3,-1.6994,3.4174,-5.8077,0.6514,2.3602,2.7207,8.8607,2.3602,0.0000,,,,,
16502,	05/13/2026 20:14:11.305,16483.6729,183.0011,1,3,-1.6995,3.4174,-5.8078,0.6514,2.3607,2.7207,8.8623,2.3607,0.0000,,,,,
16503,	05/13/2026 20:14:12.306,16484.6736,184.0018,1,3,-1.6994,3.4171,-5.8070,0.6514,2.3611,2.7207,8.8639,2.3611,0.0000,,,,,
16504,	05/13/2026 20:14:13.305,16485.6734,185.0016,1,3,-1.6994,3.4170,-5.8068,0.6514,2.3616,2.7207,8.8655,2.3616,0.0000,,,,,
16505,	05/13/2026 20:14:14.305,16486.6725,186.0007,1,3,-1.6995,3.4167,-5.8066,0.6514,2.3621,2.7207,8.8671,2.3621,0.0000,,-0.0002,,,
16506,	05/13/2026 20:14:15.304,16487.6720,187.0002,1,3,-1.6994,3.4165,-5.8062,0.6514,2.3625,2.7207,8.8687,2.3625,0.0000,,,,,
16507,	05/13/2026 20:14:16.305,16488.6730,188.0012,1,3,-1.6994,3.4164,-5.8059,0.6514,2.3630,2.7207,8.8704,2.3630,0.0000,,,,,
16508,	05/13/2026 20:14:17.305,16489.6727,189.0009,1,3,-1.6994,3.4163,-5.8057,0.6514,2.3635,2.7207,8.8720,2.3635,0.0000,,,,,
16509,	05/13/2026 20:14:18.306,16490.6737,190.0019,1,3,-1.6994,3.4161,-5.8054,0.6514,2.3640,2.7207,8.8736,2.3640,0.0000,,,,,
16510,	05/13/2026 20:14:19.305,16491.6727,191.0009,1,3,-1.6994,3.4159,-5.8050,0.6514,2.3644,2.7207,8.8752,2.3644,0.0000,,,,,
16511,	05/13/2026 20:14:20.304,16492.6720,192.0002,1,3,-1.6995,3.4158,-5.8052,0.6514,2.3649,2.7207,8.8768,2.3649,0.0000,,,,,
16512,	05/13/2026 20:14:21.305,16493.6727,193.0009,1,3,-1.6994,3.4157,-5.8047,0.6514,2.3654,2.7207,8.8784,2.3654,0.0000,,,,,
16513,	05/13/2026 20:14:22.305,16494.6728,194.0010,1,3,-1.6994,3.4155,-5.8043,0.6514,2.3658,2.7207,8.8800,2.3658,0.0000,,,,,
16514,	05/13/2026 20:14:23.305,16495.6728,195.0010,1,3,-1.6994,3.4154,-5.8042,0.6514,2.3663,2.7207,8.8816,2.3663,0.0000,,,,,
16515,	05/13/2026 20:14:24.304,16496.6721,196.0003,1,3,-1.6995,3.4153,-5.8041,0.6514,2.3668,2.7207,8.8833,2.3668,0.0000,,,,,
16516,	05/13/2026 20:14:25.305,16497.6727,197.0009,1,3,-1.6995,3.4153,-5.8041,0.6514,2.3673,2.7207,8.8849,2.3673,0.0000,,,,,
16517,	05/13/2026 20:14:26.305,16498.6728,198.0010,1,3,-1.6994,3.4151,-5.8036,0.6514,2.3677,2.7207,8.8865,2.3677,0.0000,,-0.0002,,,
16518,	05/13/2026 20:14:27.305,16499.6727,199.0009,1,3,-1.6993,3.4149,-5.8031,0.6514,2.3682,2.7207,8.8881,2.3682,0.0000,,,,,
16519,	05/13/2026 20:14:28.305,16500.6725,200.0007,1,3,-1.6995,3.4147,-5.8032,0.6514,2.3687,2.7207,8.8897,2.3687,0.0000,,,,,
16520,	05/13/2026 20:14:29.305,16501.6729,201.0011,1,3,-1.6994,3.4146,-5.8027,0.6514,2.3692,2.7207,8.8913,2.3692,0.0000,,,,,
16521,	05/13/2026 20:14:30.305,16502.6727,202.0009,1,3,-1.6993,3.4145,-5.8022,0.6514,2.3696,2.7207,8.8929,2.3696,0.0000,,,,,
16522,	05/13/2026 20:14:31.305,16503.6728,203.0010,1,3,-1.6993,3.4143,-5.8020,0.6514,2.3701,2.7207,8.8945,2.3701,0.0000,,,,,
16523,	05/13/2026 20:14:32.305,16504.6730,204.0012,1,3,-1.6995,3.4141,-5.8023,0.6514,2.3706,2.7207,8.8961,2.3706,0.0000,,,,,
16524,	05/13/2026 20:14:33.304,16505.6719,205.0001,1,3,-1.6994,3.4139,-5.8015,0.6514,2.3710,2.7207,8.8978,2.3710,0.0000,,,,,
16525,	05/13/2026 20:14:34.305,16506.6727,206.0009,1,3,-1.6994,3.4137,-5.8013,0.6514,2.3715,2.7207,8.8994,2.3715,0.0000,,,,,
16526,	05/13/2026 20:14:35.305,16507.6726,207.0008,1,3,-1.6993,3.4136,-5.8009,0.6514,2.3720,2.7207,8.9010,2.3720,0.0000,,,,,
16527,	05/13/2026 20:14:36.306,16508.6736,208.0018,1,3,-1.6995,3.4134,-5.8009,0.6514,2.3725,2.7207,8.9026,2.3725,0.0000,,,,,
16528,	05/13/2026 20:14:37.304,16509.6719,209.0001,1,3,-1.6993,3.4133,-5.8002,0.6514,2.3729,2.7207,8.9042,2.3729,0.0000,,,,,
16529,	05/13/2026 20:14:38.305,16510.6729,210.0011,1,3,-1.6994,3.4131,-5.8001,0.6514,2.3734,2.7207,8.9058,2.3734,0.0000,,-0.0002,,,
16530,	05/13/2026 20:14:39.305,16511.6727,211.0009,1,3,-1.6996,3.4129,-5.8006,0.6514,2.3739,2.7207,8.9074,2.3739,0.0000,,,,,
16531,	05/13/2026 20:14:40.305,16512.6729,212.0011,1,3,-1.6995,3.4128,-5.7999,0.6514,2.3743,2.7207,8.9090,2.3743,0.0000,,,,,
16532,	05/13/2026 20:14:41.304,16513.6719,213.0001,1,3,-1.6993,3.4126,-5.7990,0.6514,2.3748,2.7207,8.9106,2.3748,0.0000,,,,,
16533,	05/13/2026 20:14:42.304,16514.6720,214.0002,1,3,-1.6993,3.4126,-5.7989,0.6514,2.3753,2.7207,8.9123,2.3753,0.0000,,,,3.0979,
16534,	05/13/2026 20:14:43.304,16515.6719,215.0001,1,3,-1.6994,3.4125,-5.7992,0.6514,2.3758,2.7207,8.9139,2.3758,0.0000,,,,,
16535,	05/13/2026 20:14:44.306,16516.6736,216.0018,1,3,-1.6994,3.4124,-5.7989,0.6514,2.3762,2.7207,8.9155,2.3762,0.0000,,,,,
16536,	05/13/2026 20:14:45.305,16517.6730,217.0012,1,3,-1.6994,3.4123,-5.7989,0.6514,2.3767,2.7207,8.9171,2.3767,0.0000,,,,,
16537,	05/13/2026 20:14:46.305,16518.6728,218.0010,1,3,-1.6994,3.4120,-5.7985,0.6514,2.3772,2.7207,8.9187,2.3772,0.0000,,,,,
16538,	05/13/2026 20:14:47.305,16519.6727,219.0009,1,3,-1.6994,3.4119,-5.7980,0.6514,2.3776,2.7207,8.9203,2.3776,0.0000,,,,,
16539,	05/13/2026 20:14:48.305,16520.6730,220.0012,1,3,-1.6994,3.4117,-5.7979,0.6514,2.3781,2.7207,8.9219,2.3781,0.0000,,,,,
16540,	05/13/2026 20:14:49.304,16521.6719,221.0001,1,3,-1.6995,3.4116,-5.7979,0.6514,2.3786,2.7207,8.9235,2.3786,0.0000,,,,,
16541,	05/13/2026 20:14:50.304,16522.6721,222.0003,1,3,-1.6994,3.4114,-5.7974,0.6514,2.3791,2.7207,8.9251,2.3791,0.0000,,-0.0002,,,
